Emotions,Path,Duration,Dataset,SampleRate,NumSamples
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_sour_neutral.wav,2.1001064962726304,TESS,24414,51272
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_south_neutral.wav,2.3109691160809374,TESS,24414,56420
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_sub_neutral.wav,2.0514458917014826,TESS,24414,50084
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_such_neutral.wav,2.0387482591955437,TESS,24414,49774
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_sure_neutral.wav,1.928688457442451,TESS,24414,47087
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_take_neutral.wav,2.166871467190956,TESS,24414,52902
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_talk_neutral.wav,1.9678872777914311,TESS,24414,48044
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_tape_neutral.wav,1.7497747194232818,TESS,24414,42719
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_team_neutral.wav,2.1535184730072907,TESS,24414,52576
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_tell_neutral.wav,1.916564266404522,TESS,24414,46791
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_thin_neutral.wav,1.9311051036290654,TESS,24414,47146
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_third_neutral.wav,1.919718194478578,TESS,24414,46868
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_thought_neutral.wav,1.8243221102646023,TESS,24414,44539
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_thumb_neutral.wav,1.9353239944294258,TESS,24414,47249
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_time_neutral.wav,2.0426804292618987,TESS,24414,49870
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_tip_neutral.wav,1.9689112804128779,TESS,24414,48069
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_tire_neutral.wav,1.9938559842713197,TESS,24414,48678
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_ton_neutral.wav,1.8907594003440649,TESS,24414,46161
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_tool_neutral.wav,1.9216433194068976,TESS,24414,46915
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_tough_neutral.wav,1.9096420086835422,TESS,24414,46622
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_turn_neutral.wav,2.0082329810764317,TESS,24414,49029
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_vine_neutral.wav,1.975751617924142,TESS,24414,48236
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_voice_neutral.wav,2.114565413287458,TESS,24414,51625
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_void_neutral.wav,2.1746129270090933,TESS,24414,53091
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_vote_neutral.wav,1.7238060129433932,TESS,24414,42085
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_wag_neutral.wav,1.8690505447693946,TESS,24414,45631
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_walk_neutral.wav,1.8848611452445319,TESS,24414,46017
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_wash_neutral.wav,1.9840255591054312,TESS,24414,48438
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_week_neutral.wav,2.1812075038912098,TESS,24414,53252
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_wheat_neutral.wav,1.9169738674531007,TESS,24414,46801
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_when_neutral.wav,2.1570410420250674,TESS,24414,52662
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_which_neutral.wav,2.0151961989022693,TESS,24414,49199
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_whip_neutral.wav,1.8092487916769067,TESS,24414,44171
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_white_neutral.wav,2.017981486032604,TESS,24414,49267
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_wife_neutral.wav,1.9833292373228475,TESS,24414,48421
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_wire_neutral.wav,2.1405750798722045,TESS,24414,52260
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_witch_neutral.wav,1.936798558204309,TESS,24414,47285
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_yearn_neutral.wav,1.9382731219791922,TESS,24414,47321
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_yes_neutral.wav,2.123904317195052,TESS,24414,51853
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_young_neutral.wav,1.8971901368067503,TESS,24414,46318
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OAF_youth_neutral.wav,2.161546653559433,TESS,24414,52772
neutral,..\data\tess\TESS Toronto emotional speech set data\OAF_neutral\OA_bite_neutral.wav,2.1130908495125746,TESS,24414,51589
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_back_ps.wav,2.032399442942574,TESS,24414,49619
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_bar_ps.wav,1.9344228721225527,TESS,24414,47227
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_base_ps.wav,2.1642909805849104,TESS,24414,52839
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_bath_ps.wav,2.0750798722044728,TESS,24414,50661
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_bean_ps.wav,1.8108871958712214,TESS,24414,44211
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_beg_ps.wav,2.0610715163430817,TESS,24414,50319
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_bite_ps.wav,1.6766199721471287,TESS,24414,40933
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_boat_ps.wav,1.8656508560661915,TESS,24414,45548
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_bone_ps.wav,2.0649627263045796,TESS,24414,50414
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_book_ps.wav,1.7748423035962972,TESS,24414,43331
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_bought_ps.wav,2.060702875399361,TESS,24414,50310
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_burn_ps.wav,1.783321045301876,TESS,24414,43538
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_cab_ps.wav,1.8940771688375522,TESS,24414,46242
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_calm_ps.wav,2.2318751536003933,TESS,24414,54489
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_came_ps.wav,2.164659621528631,TESS,24414,52848
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_cause_ps.wav,1.9577291717866798,TESS,24414,47796
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_chain_ps.wav,1.9531826001474564,TESS,24414,47685
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_chair_ps.wav,1.9913983779798476,TESS,24414,48618
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_chalk_ps.wav,2.0106086671581878,TESS,24414,49087
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_chat_ps.wav,1.8442287212255264,TESS,24414,45025
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_check_ps.wav,2.161505693454575,TESS,24414,52771
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_cheek_ps.wav,2.022077496518391,TESS,24414,49367
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_chief_ps.wav,2.1549520766773163,TESS,24414,52611
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_choice_ps.wav,1.8778979274186942,TESS,24414,45847
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_cool_ps.wav,1.7358073236667486,TESS,24414,42378
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_dab_ps.wav,2.0615630376013763,TESS,24414,50331
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_date_ps.wav,1.9614565413287457,TESS,24414,47887
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_dead_ps.wav,2.0330548046202996,TESS,24414,49635
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_death_ps.wav,1.8607356434832474,TESS,24414,45428
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_deep_ps.wav,2.1215695912181536,TESS,24414,51796
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_dime_ps.wav,1.8158433685590236,TESS,24414,44332
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_dip_ps.wav,2.2942573932989268,TESS,24414,56012
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_ditch_ps.wav,2.0028672073400506,TESS,24414,48898
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_dodge_ps.wav,2.0580404685835996,TESS,24414,50245
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_dog_ps.wav,2.194232817236012,TESS,24414,53570
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_doll_ps.wav,2.1966494634226263,TESS,24414,53629
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_door_ps.wav,1.7544032112722208,TESS,24414,42832
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_fail_ps.wav,1.9642827885639387,TESS,24414,47956
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_fall_ps.wav,1.8369378225608257,TESS,24414,44847
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_far_ps.wav,2.0484148439420005,TESS,24414,50010
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_fat_ps.wav,1.9830425165888426,TESS,24414,48414
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_fit_ps.wav,1.866797739002212,TESS,24414,45576
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_five_ps.wav,2.2173752764807078,TESS,24414,54135
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_food_ps.wav,2.113336610141722,TESS,24414,51595
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_gap_ps.wav,1.9815679528139591,TESS,24414,48378
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_gas_ps.wav,2.403252232325715,TESS,24414,58673
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_gaze_ps.wav,2.1359056279184077,TESS,24414,52146
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_germ_ps.wav,2.1483984599000574,TESS,24414,52451
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_get_ps.wav,1.9378225608257558,TESS,24414,47310
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_gin_ps.wav,2.0552961415581223,TESS,24414,50178
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_goal_ps.wav,1.942123371835832,TESS,24414,47415
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_good_ps.wav,1.8022446137462111,TESS,24414,44000
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_goose_ps.wav,2.127344966003113,TESS,24414,51937
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_gun_ps.wav,1.9825100352256901,TESS,24414,48401
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_half_ps.wav,1.9836978782665684,TESS,24414,48430
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_hall_ps.wav,2.1107970836405343,TESS,24414,51533
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_hash_ps.wav,1.9261079708364053,TESS,24414,47024
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_hate_ps.wav,1.9864831653969035,TESS,24414,48498
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_have_ps.wav,2.159007127058245,TESS,24414,52710
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_haze_ps.wav,2.1325059392152044,TESS,24414,52063
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_hire_ps.wav,2.0814696485623,TESS,24414,50817
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_hit_ps.wav,1.8310395674612927,TESS,24414,44703
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_hole_ps.wav,2.188785123289916,TESS,24414,53437
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_home_ps.wav,1.8525026624068157,TESS,24414,45227
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_hurl_ps.wav,1.8391906283280086,TESS,24414,44902
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_hush_ps.wav,2.0235520602932744,TESS,24414,49403
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_jail_ps.wav,2.0203571721143607,TESS,24414,49325
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_jar_ps.wav,1.9558859670680757,TESS,24414,47751
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_join_ps.wav,2.113049889407717,TESS,24414,51588
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_judge_ps.wav,2.3043335790939623,TESS,24414,56258
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_jug_ps.wav,2.2308921110838043,TESS,24414,54465
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_juice_ps.wav,2.219914802981896,TESS,24414,54197
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_keen_ps.wav,1.9283198164987303,TESS,24414,47078
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_keep_ps.wav,2.1237404767756205,TESS,24414,51849
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_keg_ps.wav,2.0212992545260917,TESS,24414,49348
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_kick_ps.wav,2.0937986401245188,TESS,24414,51118
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_kill_ps.wav,2.234414680101581,TESS,24414,54551
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_king_ps.wav,1.9134103383304661,TESS,24414,46714
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_kite_ps.wav,1.9133284181207504,TESS,24414,46712
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_knock_ps.wav,2.0656590480871633,TESS,24414,50431
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_late_ps.wav,1.9582206930449741,TESS,24414,47808
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_laud_ps.wav,1.7852461702301958,TESS,24414,43585
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_lean_ps.wav,2.0688948963709346,TESS,24414,50510
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_learn_ps.wav,2.06590480871631,TESS,24414,50437
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_lease_ps.wav,2.171540919144753,TESS,24414,53016
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_lid_ps.wav,2.003973130171213,TESS,24414,48925
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_life_ps.wav,2.2363807651347587,TESS,24414,54599
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_limb_ps.wav,1.8961661341853036,TESS,24414,46293
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_live_ps.wav,2.0151961989022693,TESS,24414,49199
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_loaf_ps.wav,2.054231178831818,TESS,24414,50152
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_long_ps.wav,2.159334807897108,TESS,24414,52718
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_lore_ps.wav,2.094372081592529,TESS,24414,51132
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_lose_ps.wav,2.3947325305152782,TESS,24414,58465
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_lot_ps.wav,1.9701400835586138,TESS,24414,48099
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_love_ps.wav,1.9350372736954207,TESS,24414,47242
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_luck_ps.wav,2.2034898009338906,TESS,24414,53796
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_make_ps.wav,2.076923076923077,TESS,24414,50706
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_match_ps.wav,1.7760711067420332,TESS,24414,43361
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_merge_ps.wav,2.016302121733432,TESS,24414,49226
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_mess_ps.wav,2.0955189645285492,TESS,24414,51160
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_met_ps.wav,2.211108380437454,TESS,24414,53982
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_mill_ps.wav,2.1112886048988284,TESS,24414,51545
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_mob_ps.wav,2.125174080445646,TESS,24414,51884
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_mode_ps.wav,2.196526583108053,TESS,24414,53626
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_mood_ps.wav,2.1239862374047678,TESS,24414,51855
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_moon_ps.wav,2.137298271483575,TESS,24414,52180
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_mop_ps.wav,1.9582206930449741,TESS,24414,47808
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_mouse_ps.wav,2.1041615466535593,TESS,24414,51371
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_nag_ps.wav,2.1458998935037275,TESS,24414,52390
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_name_ps.wav,1.8454575243712623,TESS,24414,45055
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_near_ps.wav,2.212664864422053,TESS,24414,54020
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_neat_ps.wav,2.088473826492996,TESS,24414,50988
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_nice_ps.wav,2.1281232079954124,TESS,24414,51956
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_note_ps.wav,2.039813221921848,TESS,24414,49800
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_numb_ps.wav,2.004300811010076,TESS,24414,48933
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_pad_ps.wav,1.8654050954370442,TESS,24414,45542
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_page_ps.wav,2.1443024494142704,TESS,24414,52351
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_pain_ps.wav,2.032358482837716,TESS,24414,49618
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_pass_ps.wav,2.29880396493815,TESS,24414,56123
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_pearl_ps.wav,2.1125993282542805,TESS,24414,51577
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_peg_ps.wav,2.0750798722044728,TESS,24414,50661
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_perch_ps.wav,2.3709347095928566,TESS,24414,57884
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_phone_ps.wav,1.9460555419021872,TESS,24414,47511
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_pick_ps.wav,1.8218645039731303,TESS,24414,44479
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_pike_ps.wav,1.8316130089293028,TESS,24414,44717
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_pole_ps.wav,1.9416318505775374,TESS,24414,47403
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_pool_ps.wav,2.1020316212009504,TESS,24414,51319
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_puff_ps.wav,2.0000819202097158,TESS,24414,48830
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_rag_ps.wav,1.9357745555828623,TESS,24414,47260
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_raid_ps.wav,2.19427377734087,TESS,24414,53571
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_rain_ps.wav,1.9168100270336692,TESS,24414,46797
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_raise_ps.wav,2.102195461620382,TESS,24414,51323
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_rat_ps.wav,1.8407471123126076,TESS,24414,44940
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_reach_ps.wav,2.1835422298681086,TESS,24414,53309
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_read_ps.wav,2.005324813631523,TESS,24414,48958
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_red_ps.wav,2.103629065290407,TESS,24414,51358
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_ring_ps.wav,1.882936020316212,TESS,24414,45970
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_ripe_ps.wav,2.1491357417874988,TESS,24414,52469
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_road_ps.wav,1.917506348816253,TESS,24414,46814
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_room_ps.wav,1.8226837060702876,TESS,24414,44499
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_rose_ps.wav,2.1773572540345705,TESS,24414,53158
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_rot_ps.wav,1.8186696157942164,TESS,24414,44401
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_rough_ps.wav,2.2236831326288193,TESS,24414,54289
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_rush_ps.wav,1.925002048005243,TESS,24414,46997
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_said_ps.wav,1.8966576554435979,TESS,24414,46305
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_sail_ps.wav,2.184893913328418,TESS,24414,53342
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_search_ps.wav,2.2931105103629066,TESS,24414,55984
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_seize_ps.wav,2.0530023756860816,TESS,24414,50122
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_sell_ps.wav,1.900712705824527,TESS,24414,46404
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_shack_ps.wav,1.8896944376177602,TESS,24414,46135
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_shall_ps.wav,2.1916113705251083,TESS,24414,53506
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_shawl_ps.wav,2.0185549275006145,TESS,24414,49281
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_sheep_ps.wav,2.1038338658146967,TESS,24414,51363
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_shirt_ps.wav,1.9408945686900958,TESS,24414,47385
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_should_ps.wav,2.0505857294994674,TESS,24414,50063
surprise,..\data\tess\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_shout_ps.wav,2.098058491029737,TESS,24414,51222
